obfuscated,deobfuscated
field_75234_h,theMerchant
field_75235_b,parent
field_75236_a,armorType
field_75237_g,amountCrafted
field_75238_b,thePlayer
field_75239_a,craftMatrix
field_75241_b,theSlot
field_75242_a,theCreativeInventory
field_75244_a,player
field_75245_a,doorEnum
field_75254_a,mutexBits
field_75255_d,idleTime
field_75256_b,lookX
field_75257_c,lookZ
field_75258_a,idleEntity
field_75259_d,playTime
field_75260_b,targetVillager
field_75262_a,villagerObj
field_75263_d,randPosY
field_75264_e,randPosZ
field_75265_b,speed
field_75266_c,randPosX
field_75267_a,theEntityCreature
field_75268_b,creeperAttackTarget
field_75269_a,swellingCreeper
field_75271_b,isSitting
field_75272_a,theEntity
field_75273_a,theEntity
field_75274_b,frontDoor
field_75275_a,entityObj
field_75276_a,villager
field_75284_a,temptedEntity
field_75285_l,scaredByPlayerMovement
field_75288_k,breedingFood
field_75289_h,temptingPlayer
field_75290_i,delayTemptCounter
field_75291_d,tookGolemRose
field_75292_b,theGolem
field_75293_c,takeGolemRoseTick
field_75294_a,theVillager
field_75297_f,shouldCheckSight
field_75299_d,taskOwner
field_75300_e,targetDistance
field_75304_b,villageAgressorTarget
field_75305_a,irongolem
field_75306_g,theNearestAttackableTargetSorter
field_75307_b,targetClass
field_75308_c,targetChance
field_75309_a,targetEntity
field_75310_g,theTameable
field_75311_b,entityPathNavigate
field_75313_b,theTarget
field_75314_a,theEntityTameable
field_75315_b,theOwnerAttacker
field_75316_a,theDefendingTameable
field_75320_d,rangedAttackTime
field_75321_e,entityMoveSpeed
field_75322_b,entityHost
field_75323_c,attackTarget
field_75325_h,maxRangedAttackTime
field_75326_b,leapTarget
field_75327_c,leapMotionY
field_75328_a,leaper
field_75329_f,watchedClass
field_75330_d,lookTime
field_75332_b,theWatcher
field_75334_a,closestEntity
field_75335_b,theMerchant
field_75337_g,petPathfinder
field_75338_d,thePet
field_75339_e,theOwner
field_75340_b,maxDist
field_75341_c,minDist
field_75342_a,theWorld
field_75346_b,parentAnimal
field_75348_a,childAnimal
field_75350_f,hasStoppedDoorInteraction
field_75351_g,entityPositionX
field_75352_d,entityPosZ
field_75353_e,targetDoor
field_75354_b,entityPosX
field_75355_c,entityPosY
field_75356_a,theEntity
field_75357_h,entityPositionZ
field_75359_i,breakingTime
field_75363_b,theEntity
field_75364_c,theWorld
field_75365_a,eatGrassTick
field_75367_f,theWorld
field_75368_d,shelterZ
field_75369_e,movementSpeed
field_75370_b,shelterX
field_75371_c,shelterY
field_75372_a,theCreature
field_75373_a,theEntity
field_75374_f,entityPathEntity
field_75375_g,entityPathNavigate
field_75376_d,closestLivingEntity
field_75377_e,distanceFromEntity
field_75378_b,farSpeed
field_75379_c,nearSpeed
field_75380_a,theEntity
field_75381_h,targetEntityClass
field_75383_d,minPlayerDistance
field_75385_b,thePlayer
field_75386_c,worldObject
field_75387_a,theWolf
field_75390_d,theAnimal
field_75391_e,targetMate
field_75392_b,spawnBabyDelay
field_75393_c,moveSpeed
field_75394_a,theWorld
field_75395_b,theVillager
field_75396_c,lookTime
field_75397_a,theGolem
field_75400_f,sitableBlockX
field_75401_g,sitableBlockY
field_75403_e,maxSittingTicks
field_75405_c,currentTick
field_75406_a,theOcelot
field_75407_h,sitableBlockZ
field_75408_d,attackCountdown
field_75409_b,theEntity
field_75410_c,theVictim
field_75411_a,theWorld
field_75415_f,doorList
field_75416_d,doorInfo
field_75417_e,isNocturnal
field_75418_b,movementSpeed
field_75419_c,entityPathNavigate
field_75420_a,theEntity
field_75421_d,insidePosZ
field_75422_b,doorInfo
field_75423_c,insidePosX
field_75424_a,entityObj
field_75427_d,movePosY
field_75428_e,movePosZ
field_75429_b,targetEntity
field_75430_c,movePosX
field_75431_a,theEntity
field_75432_d,movePosZ
field_75433_e,movementSpeed
field_75434_b,movePosX
field_75435_c,movePosY
field_75436_a,theEntity
field_75438_g,entityPathEntity
field_75439_d,attackTick
field_75441_b,attacker
field_75442_c,entityTarget
field_75443_a,worldObj
field_75444_h,classTarget
field_75448_d,worldObj
field_75449_e,matingTimeout
field_75450_b,villagerObj
field_75451_c,mate
field_75452_a,villageObj
field_75453_d,zPosition
field_75454_e,speed
field_75455_b,xPosition
field_75456_c,yPosition
field_75457_a,entity
field_75459_b,theEntity
field_75460_a,parent
field_75465_a,staticVector
field_75475_f,lastActivityTimestamp
field_75476_g,isDetachedFromVillageFlag
field_75477_d,insideDirectionX
field_75478_e,insideDirectionZ
field_75479_b,posY
field_75480_c,posZ
field_75481_a,posX
field_75482_h,doorOpeningRestrictionCounter
field_75509_f,noSunPathfind
field_75510_g,totalTicks
field_75511_d,speed
field_75512_e,pathSearchRange
field_75513_b,worldObj
field_75514_c,currentPath
field_75515_a,theEntity
field_75516_l,avoidsWater
field_75517_m,canSwim
field_75518_j,canPassOpenWoodenDoors
field_75519_k,canPassClosedWoodenDoors
field_75520_h,ticksAtLastPos
field_75521_i,lastPosCheck
field_75524_b,seenEntities
field_75525_c,unseenEntities
field_75526_a,entityObj
field_75531_f,theVillage
field_75537_a,worldObj
field_75552_d,villageList
field_75553_e,tickCounter
field_75554_b,villagerPositionsList
field_75555_c,newDoors
field_75556_a,worldObj
field_75580_f,lastAddDoorTimestamp
field_75581_g,tickCounter
field_75582_d,center
field_75583_e,villageRadius
field_75584_b,villageDoorInfoList
field_75585_c,centerHelper
field_75586_a,worldObj
field_75587_j,numIronGolems
field_75588_h,numVillagers
field_75589_i,villageAgressors
field_75590_b,agressionTime
field_75591_c,villageObj
field_75592_a,agressor
field_75603_f,creatureMaterial
field_75604_g,isPeacefulCreature
field_75605_d,creatureClass
field_75606_e,maxNumberOfCreature
field_75611_b,primaryColor
field_75612_c,secondaryColor
field_75613_a,spawnedID
field_75622_f,stringToIDMapping
field_75623_d,IDtoClassMapping
field_75624_e,classToIDMapping
field_75625_b,stringToClassMapping
field_75626_c,classToStringMapping
field_75627_a,entityEggs
field_75643_f,update
field_75644_d,posZ
field_75645_e,speed
field_75646_b,posX
field_75647_c,posY
field_75648_a,entity
field_75653_f,posY
field_75654_g,posZ
field_75655_d,isLooking
field_75656_e,posX
field_75657_b,deltaLookYaw
field_75658_c,deltaLookPitch
field_75659_a,entity
field_75662_b,isJumping
field_75663_a,entity
field_75668_a,theLiving
field_75675_d,watched
field_75676_b,dataValueId
field_75677_c,watchedObject
field_75678_a,objectType
field_75694_d,lock
field_75695_b,watchedObjects
field_75696_c,objectChanged
field_75697_a,dataTypes
field_75699_D,offsetX
field_75700_E,offsetY
field_75702_A,title
field_75703_B,sizeX
field_75704_C,sizeY
field_75728_z,maxArtTitleLength
field_75731_b,priority
field_75732_c,tasks
field_75733_a,action
field_75737_d,savedIOCounter
field_75738_e,isThreadWaiting
field_75739_b,threadedIOQueue
field_75740_c,writeQueuedCounter
field_75741_a,threadedIOInstance
field_75748_d,idCounts
field_75749_b,loadedDataMap
field_75750_c,loadedDataList
field_75751_a,saveHandler
field_75767_f,saveDirectoryName
field_75768_d,mapDataDir
field_75769_e,initializationTime
field_75770_b,worldDirectory
field_75771_c,playersDirectory
field_75780_b,executingTaskEntries
field_75781_c,theProfiler
field_75782_a,taskEntries
field_75791_f,theEnumGameType
field_75792_g,hardcore
field_75793_d,sizeOnDisk
field_75794_e,requiresConversion
field_75795_b,displayName
field_75796_c,lastTimePlayed
field_75797_a,fileName
field_75798_h,cheatsEnabled
field_75808_a,savesDirectory
field_75825_d,chunkSaveLocation
field_75826_b,pendingAnvilChunksCoordinates
field_75827_c,syncLockObject
field_75828_a,chunksToRemove
field_75833_f,distanceToNext
field_75834_g,distanceToTarget
field_75835_d,index
field_75836_e,totalPathDistance
field_75837_b,yCoord
field_75838_c,zCoord
field_75839_a,xCoord
field_75840_j,hash
field_75841_h,previous
field_75842_i,isFirst
field_75851_b,count
field_75852_a,pathPoints
field_75862_f,isMovementBlockAllowed
field_75863_g,isPathingInWater
field_75864_d,pathOptions
field_75865_e,isWoddenDoorAllowed
field_75866_b,path
field_75867_c,pointMap
field_75868_a,worldMap
field_75869_h,canEntityDrown
field_75882_b,currentPathIndex
field_75883_c,pathLength
field_75884_a,points
field_75898_a,charSet
field_75900_a,salt
field_75906_d,baseSeed
field_75907_b,worldGenSeed
field_75908_c,chunkSeed
field_75909_a,parent
field_75910_b,biomePatternGeneratorChain
field_75911_c,riverPatternGeneratorChain
field_75914_b,allowedBiomes
field_75928_D,objectCraftStats
field_75929_E,objectUseStats
field_75930_F,objectBreakStats
field_75931_G,blockStatsInitialized
field_75932_A,playerKillsStat
field_75933_B,fishCaughtStat
field_75934_C,mineBlockStatArray
field_75935_H,itemStatsInitialized
field_75936_f,startGameStat
field_75937_g,createWorldStat
field_75938_d,itemStats
field_75939_e,objectMineStats
field_75940_b,allStats
field_75941_c,generalStats
field_75942_a,oneShotStats
field_75943_n,distanceFallenStat
field_75944_o,distanceClimbedStat
field_75945_l,distanceWalkedStat
field_75946_m,distanceSwumStat
field_75947_j,leaveGameStat
field_75948_k,minutesPlayedStat
field_75949_h,loadWorldStat
field_75950_i,joinMultiplayerStat
field_75951_w,damageDealtStat
field_75952_v,dropStat
field_75953_u,jumpStat
field_75954_t,distanceByPigStat
field_75955_s,distanceByBoatStat
field_75956_r,distanceByMinecartStat
field_75957_q,distanceDoveStat
field_75958_p,distanceFlownStat
field_75959_z,mobKillsStat
field_75960_y,deathsStat
field_75961_x,damageTakenStat
field_75963_b,guidMap
field_75964_a,instance
field_75972_f,isIndependent
field_75973_g,statGuid
field_75974_d,decimalFormat
field_75975_e,statId
field_75976_b,type
field_75977_c,numberFormat
field_75978_a,statName
field_75979_j,distanceStatType
field_75980_h,simpleStatType
field_75981_i,timeStatType
field_75983_a,itemID
field_75990_d,theItemStack
field_75991_b,displayRow
field_75992_c,parentAchievement
field_75993_a,displayColumn
field_75994_l,statStringFormatter
field_75995_m,isSpecial
field_75996_k,achievementDescription
field_75998_D,enchantments
field_75999_E,overkill
field_76000_F,bookcase
field_76001_A,potion
field_76002_B,theEnd
field_76003_C,theEnd2
field_76004_f,openInventory
field_76005_g,mineWood
field_76006_d,maxDisplayRow
field_76007_e,achievementList
field_76008_b,minDisplayRow
field_76009_c,maxDisplayColumn
field_76010_a,minDisplayColumn
field_76011_n,bakeCake
field_76012_o,buildBetterPickaxe
field_76013_l,buildHoe
field_76014_m,makeBread
field_76015_j,buildFurnace
field_76016_k,acquireIron
field_76017_h,buildWorkBench
field_76018_i,buildPickaxe
field_76019_w,diamonds
field_76020_v,snipeSkeleton
field_76021_u,flyPig
field_76022_t,killCow
field_76023_s,killEnemy
field_76024_r,buildSword
field_76025_q,onARail
field_76026_p,cookFish
field_76027_z,blazeRod
field_76028_y,ghast
field_76029_x,portal
field_76032_d,slotHash
field_76033_b,valueEntry
field_76034_c,nextEntry
field_76035_a,hashEntry
field_76050_f,keySet
field_76051_d,growFactor
field_76052_e,versionStamp
field_76053_b,count
field_76054_c,threshold
field_76055_a,slots
field_76094_f,worldTime
field_76095_g,lastTimePlayed
field_76096_d,spawnY
field_76097_e,spawnZ
field_76098_b,terrainType
field_76099_c,spawnX
field_76100_a,randomSeed
field_76101_n,rainTime
field_76102_o,thundering
field_76103_l,saveVersion
field_76104_m,raining
field_76105_j,dimension
field_76106_k,levelName
field_76107_h,sizeOnDisk
field_76108_i,playerTag
field_76109_u,initialized
field_76110_t,allowCommands
field_76111_s,hardcore
field_76112_r,mapFeaturesEnabled
field_76113_q,theGameType
field_76114_p,thunderTime
field_76115_a,theWorldInfo
field_76117_a,internalMap
field_76119_d,lock
field_76120_b,packetCountForID
field_76121_c,sizeCountForID
field_76122_a,allowCounting
field_76144_a,SIN_TABLE
field_76147_d,hash
field_76148_b,value
field_76149_c,nextEntry
field_76150_a,key
field_76165_d,percentUseable
field_76166_e,modCount
field_76167_b,numHashElements
field_76168_c,capacity
field_76169_a,hashArray
field_76171_a,texturePacks
field_76172_a,parent
field_76173_f,maxFileSize
field_76174_d,destinationFile
field_76175_e,downloadSuccess
field_76176_b,sourceURL
field_76178_a,feedbackHook
field_76189_a,dirty
field_76190_i,mapName
field_76196_g,playersArrayList
field_76197_d,scale
field_76198_e,colors
field_76199_b,zCenter
field_76200_c,dimension
field_76201_a,xCenter
field_76202_j,playersHashMap
field_76203_h,playersVisibleOnMap
field_76205_f,ticksUntilPlayerLocationMapUpdate
field_76206_g,lastPlayerLocationOnMap
field_76207_d,mapDataObj
field_76208_e,currentRandomNumber
field_76211_a,entityplayerObj
field_76212_d,iconRotation
field_76213_e,data
field_76214_b,centerX
field_76215_c,centerZ
field_76216_a,iconSize
field_76232_D,web
field_76233_E,piston
field_76234_F,materialMapColor
field_76235_G,canBurn
field_76236_A,dragonEgg
field_76237_B,portal
field_76238_C,cake
field_76239_H,replaceable
field_76240_I,isTranslucent
field_76241_J,requiresNoTool
field_76242_K,mobilityFlag
field_76243_f,iron
field_76244_g,water
field_76245_d,wood
field_76246_e,rock
field_76247_b,grass
field_76248_c,ground
field_76249_a,air
field_76250_n,fire
field_76251_o,sand
field_76252_l,sponge
field_76253_m,cloth
field_76254_j,plants
field_76255_k,vine
field_76256_h,lava
field_76257_i,leaves
field_76258_w,craftedSnow
field_76259_v,snow
field_76260_u,ice
field_76261_t,coral
field_76262_s,tnt
field_76263_r,redstoneLight
field_76264_q,glass
field_76265_p,circuits
field_76266_z,pumpkin
field_76267_y,clay
field_76268_x,cactus
field_76275_f,tntColor
field_76276_g,iceColor
field_76277_d,sandColor
field_76278_e,clothColor
field_76279_b,airColor
field_76280_c,grassColor
field_76281_a,mapColorArray
field_76282_n,waterColor
field_76283_o,woodColor
field_76284_l,dirtColor
field_76285_m,stoneColor
field_76286_j,snowColor
field_76287_k,clayColor
field_76288_h,ironColor
field_76289_i,foliageColor
field_76290_q,colorIndex
field_76291_p,colorValue
field_76292_a,itemWeight
field_76295_d,theMinimumChanceToGenerateItem
field_76296_e,theMaximumChanceToGenerateItem
field_76297_b,theItemId
field_76299_d,maxGroupCount
field_76300_b,entityClass
field_76301_c,minGroupCount
field_76302_b,enchantmentobj
field_76303_c,enchantmentLevel
field_76306_b,octaves
field_76307_a,generatorCollection
field_76312_d,permutations
field_76313_b,yCoord
field_76314_c,zCoord
field_76315_a,xCoord
field_76323_d,profilingSection
field_76324_e,profilingMap
field_76325_b,sectionList
field_76326_c,timestampList
field_76327_a,profilingEnabled
field_76339_a,patternControlCode
field_76342_b,second
field_76343_a,first
field_76344_a,snooper
field_76366_f,starve
field_76367_g,cactus
field_76368_d,inWall
field_76369_e,drown
field_76370_b,onFire
field_76371_c,lava
field_76372_a,inFire
field_76373_n,damageType
field_76374_o,isUnblockable
field_76376_m,magic
field_76377_j,generic
field_76378_k,explosion
field_76379_h,fall
field_76380_i,outOfWorld
field_76381_t,difficultyScaled
field_76382_s,projectile
field_76383_r,fireDamage
field_76384_q,hungerDamage
field_76385_p,isDamageAllowedInCreativeMode
field_76386_o,damageSourceEntity
field_76387_p,indirectEntity
field_76412_L,effectiveness
field_76413_M,usable
field_76414_N,liquidColor
field_76415_H,id
field_76416_I,name
field_76417_J,statusIconIndex
field_76418_K,isBadEffect
field_76419_f,digSlowdown
field_76420_g,damageBoost
field_76421_d,moveSlowdown
field_76422_e,digSpeed
field_76424_c,moveSpeed
field_76425_a,potionTypes
field_76426_n,fireResistance
field_76427_o,waterBreathing
field_76428_l,regeneration
field_76429_m,resistance
field_76430_j,jump
field_76431_k,confusion
field_76432_h,heal
field_76433_i,harm
field_76436_u,poison
field_76437_t,weakness
field_76438_s,hunger
field_76439_r,nightVision
field_76440_q,blindness
field_76441_p,invisibility
field_76447_d,freeLargeArrays
field_76448_e,inUseLargeArrays
field_76449_b,freeSmallArrays
field_76450_c,inUseSmallArrays
field_76451_a,intCacheSize
field_76460_b,duration
field_76461_c,amplifier
field_76462_a,potionID
field_76476_f,syncLock
field_76477_g,isRunning
field_76478_d,playerStatsCollector
field_76479_e,threadTrigger
field_76480_b,uniqueID
field_76481_c,serverUrl
field_76482_a,dataMap
field_76483_h,selfCounter
field_76488_a,doBlockNotify
field_76501_f,height
field_76502_g,heightAttenuation
field_76503_d,basePos
field_76504_e,heightLimit
field_76505_b,rand
field_76506_c,worldObj
field_76507_a,otherCoordPairs
field_76508_n,leafDistanceLimit
field_76509_o,leafNodes
field_76510_l,trunkSize
field_76511_m,heightLimitLimit
field_76512_j,scaleWidth
field_76513_k,leafDensity
field_76514_h,branchDensity
field_76515_i,branchSlope
field_76516_a,deadBushID
field_76517_b,numberOfBlocks
field_76518_a,clayBlockId
field_76520_b,woodMetadata
field_76521_c,leavesMetadata
field_76522_a,baseHeight
field_76523_a,mushroomType
field_76524_a,blockIndex
field_76525_a,hellLavaID
field_76528_a,plantBlockId
field_76530_d,metaLeaves
field_76531_b,vinesGrow
field_76532_c,metaWood
field_76533_a,minTreeHeight
field_76534_b,tallGrassMetadata
field_76535_a,tallGrassID
field_76537_a,liquidBlockId
field_76538_a,replaceID
field_76539_b,radius
field_76540_a,sandID
field_76541_b,numberOfBlocks
field_76542_a,minableBlockId
field_76545_b,itemsToGenerateInBonusChest
field_76546_a,theBonusChestGenerator
field_76547_b,nbtTags
field_76548_a,chunkCoordinate
field_76553_a,regionsByFilename
field_76573_f,lightBrightnessTable
field_76574_g,dimensionId
field_76575_d,isHellWorld
field_76576_e,hasNoSky
field_76577_b,terrainType
field_76578_c,worldChunkMgr
field_76579_a,worldObj
field_76580_h,colorsSunriseSunset
field_76583_b,depthBits
field_76584_c,depthBitsPlusFour
field_76585_a,data
field_76634_f,heightMap
field_76635_g,xPosition
field_76636_d,isChunkLoaded
field_76637_e,worldObj
field_76638_b,precipitationHeightMap
field_76639_c,updateSkylightColumns
field_76640_a,isLit
field_76641_n,lastSaveTime
field_76642_o,sendUpdates
field_76643_l,isModified
field_76644_m,hasEntities
field_76645_j,entityLists
field_76646_k,isTerrainPopulated
field_76647_h,zPosition
field_76648_i,chunkTileEntityMap
field_76649_t,queuedLightChecks
field_76650_s,isGapLightingUpdated
field_76651_r,blockBiomeArray
field_76652_q,storageArrays
field_76678_f,blockMetadataArray
field_76679_g,blocklightArray
field_76680_d,blockLSBArray
field_76681_e,blockMSBArray
field_76682_b,blockRefCount
field_76683_c,tickRefCount
field_76684_a,yBase
field_76685_h,skylightArray
field_76687_b,depthBits
field_76688_c,depthBitsPlusFour
field_76689_a,data
field_76692_f,data
field_76693_g,blocks
field_76694_d,blockLight
field_76695_e,skyLight
field_76696_b,terrainPopulated
field_76697_c,heightmap
field_76698_a,lastUpdated
field_76699_l,z
field_76700_j,tileTicks
field_76701_k,x
field_76702_h,entities
field_76703_i,tileEntities
field_76714_f,sectorFree
field_76715_g,sizeDelta
field_76716_d,offsets
field_76717_e,chunkTimestamps
field_76718_b,fileName
field_76719_c,dataFile
field_76720_a,emptySector
field_76721_h,lastModified
field_76722_b,chunkX
field_76723_c,chunkZ
field_76724_a,regionFile
field_76748_D,minHeight
field_76749_E,maxHeight
field_76750_F,temperature
field_76751_G,rainfall
field_76752_A,topBlock
field_76753_B,fillerBlock
field_76755_L,spawnableWaterCreatureList
field_76756_M,biomeID
field_76757_N,worldGeneratorTrees
field_76758_O,worldGeneratorBigTree
field_76759_H,waterColorMultiplier
field_76760_I,theBiomeDecorator
field_76761_J,spawnableMonsterList
field_76762_K,spawnableCreatureList
field_76763_Q,worldGeneratorSwamp
field_76764_P,worldGeneratorForest
field_76765_S,enableRain
field_76766_R,enableSnow
field_76767_f,forest
field_76768_g,taiga
field_76769_d,desert
field_76770_e,extremeHills
field_76771_b,ocean
field_76772_c,plains
field_76773_a,biomeList
field_76774_n,icePlains
field_76775_o,iceMountains
field_76776_l,frozenOcean
field_76777_m,frozenRiver
field_76778_j,hell
field_76779_k,sky
field_76780_h,swampland
field_76781_i,river
field_76782_w,jungle
field_76783_v,extremeHillsEdge
field_76784_u,taigaHills
field_76785_t,forestHills
field_76786_s,desertHills
field_76787_r,beach
field_76788_q,mushroomIslandShore
field_76789_p,mushroomIsland
field_76790_z,color
field_76791_y,biomeName
field_76792_x,jungleHills
field_76798_D,mushroomsPerChunk
field_76799_E,reedsPerChunk
field_76800_F,cactiPerChunk
field_76801_G,sandPerChunk
field_76802_A,flowersPerChunk
field_76803_B,grassPerChunk
field_76804_C,deadBushPerChunk
field_76805_H,sandPerChunk2
field_76806_I,clayPerChunk
field_76807_J,bigMushroomsPerChunk
field_76808_K,generateLakes
field_76809_f,clayGen
field_76810_g,sandGen
field_76811_d,chunk_Z
field_76812_e,biome
field_76813_b,randomGenerator
field_76814_c,chunk_X
field_76815_a,currentWorld
field_76816_n,redstoneGen
field_76817_o,diamondGen
field_76818_l,ironGen
field_76819_m,goldGen
field_76820_j,gravelGen
field_76821_k,coalGen
field_76822_h,gravelAsSandGen
field_76823_i,dirtGen
field_76824_w,cactusGen
field_76825_v,reedGen
field_76826_u,bigMushroomGen
field_76827_t,mushroomRedGen
field_76828_s,mushroomBrownGen
field_76829_r,plantRedGen
field_76830_q,plantYellowGen
field_76831_p,lapisGen
field_76832_z,treesPerChunk
field_76833_y,waterlilyPerChunk
field_76834_x,waterlilyGen
field_76835_L,spikeGen
field_76841_d,cache
field_76842_b,lastCleanupTime
field_76843_c,cacheMap
field_76844_a,chunkManager
field_76886_f,lastAccessTime
field_76887_g,theBiomeCache
field_76888_d,xPosition
field_76889_e,zPosition
field_76890_b,rainfallValues
field_76891_c,biomes
field_76892_a,temperatureValues
field_76898_b,tileEntityRenderer
field_76900_a,theEnderChestModel
field_76902_a,enchantmentBook
field_76904_a,blockRenderer
field_76910_a,modelSign
field_76912_c,largeChestModel
field_76913_a,chestModel
field_76922_f,eventParameter
field_76923_d,blockID
field_76924_e,eventID
field_76925_b,coordY
field_76926_c,coordZ
field_76927_a,coordX
field_76928_b,y
field_76929_c,z
field_76930_a,x
field_76942_f,biomeCache
field_76943_g,biomesToSpawnIn
field_76944_d,genBiomes
field_76945_e,biomeIndexLayer
field_76946_f,rainfall
field_76947_d,biomeGenerator
field_76948_e,hellTemperature
field_76957_f,worldObj
field_76958_g,entityLivingPlayer
field_76959_d,staticPlayerZ
field_76960_e,renderEngine
field_76961_b,staticPlayerX
field_76962_c,staticPlayerY
field_76963_a,instance
field_76964_n,fontRenderer
field_76965_l,playerZ
field_76966_m,specialRendererMap
field_76967_j,playerX
field_76968_k,playerY
field_76969_h,playerYaw
field_76970_i,playerPitch
field_76972_a,theIntegratedServer
field_76974_a,theIntegratedServer
field_76987_f,shadowOpaque
field_76988_d,renderBlocks
field_76989_e,shadowSize
field_76990_c,renderManager
field_76991_a,modelBase
field_76993_a,blockRenderer
field_76998_a,modelBoat
field_77004_a,sandRenderBlocks
field_77013_a,modelMinecart
field_77022_g,itemRenderBlocks
field_77023_b,zLevel
field_77024_a,renderWithColor
field_77025_h,random
field_77045_g,mainModel
field_77046_h,renderPassModel
field_77050_a,ironGolemModel
field_77056_a,villagerModel
field_77064_a,creeperModel
field_77071_a,modelBipedMain
field_77073_a,scale
field_77077_b,rnd
field_77078_a,endermanModel
field_77084_b,modelDragon
field_77086_i,updateModelState
field_77092_a,scaleAmount
field_77094_a,snowmanModel
field_77108_b,modelArmorChestplate
field_77109_a,modelBipedMain
field_77110_j,armorFilenamePrefix
field_77111_i,modelArmor
field_77133_f,worldType
field_77134_g,generatorVersion
field_77135_d,LARGE_BIOMES
field_77136_e,DEFAULT_1_1
field_77137_b,DEFAULT
field_77138_c,FLAT
field_77139_a,worldTypes
field_77140_h,canBeCreated
field_77141_i,isWorldTypeVersioned
field_77151_f,name
field_77154_e,id
field_77168_f,commandsAllowed
field_77169_g,bonusChestEnabled
field_77170_d,hardcoreEnabled
field_77171_e,terrainType
field_77172_b,theGameType
field_77173_c,mapFeaturesEnabled
field_77174_a,seed
field_77177_f,nextTickEntryID
field_77178_g,tickEntryID
field_77179_d,blockID
field_77180_e,scheduledTime
field_77181_b,yCoord
field_77182_c,zCoord
field_77183_a,xCoord
field_77187_a,random
field_77193_b,eligibleChunksForSpawning
field_77194_a,nightSpawnEntities
field_77198_c,defaultLightValue
field_77227_f,mouseY
field_77228_g,width
field_77229_d,slotHeight
field_77230_e,mouseX
field_77231_b,top
field_77232_c,bottom
field_77233_a,mc
field_77234_n,scrollMultiplier
field_77235_o,amountScrolled
field_77236_l,scrollDownButtonID
field_77237_m,initialClickY
field_77238_j,left
field_77239_k,scrollUpButtonID
field_77240_h,height
field_77241_i,right
field_77244_r,showSelectionBox
field_77245_q,lastClicked
field_77246_p,selectedElement
field_77250_a,parentGui
field_77252_a,languageGui
field_77254_a,parentWorldGui
field_77255_a,snooperGui
field_77256_a,statsGui
field_77263_l,statsGui
field_77268_a,theStats
field_77269_a,slotGuiStats
field_77270_a,parentTexturePackGui
field_77275_b,chunkZPos
field_77276_a,chunkXPos
field_77280_f,explosionSize
field_77281_g,affectedBlockPositions
field_77282_d,explosionZ
field_77283_e,exploder
field_77284_b,explosionX
field_77285_c,explosionY
field_77286_a,isFlaming
field_77287_j,worldObj
field_77290_i,explosionRNG
field_77308_f,texturePackCache
field_77309_g,selectedTexturePack
field_77310_d,mpTexturePackFolder
field_77311_e,availableTexturePacks
field_77312_b,mc
field_77313_c,texturePackDir
field_77314_a,defaultTexturePack
field_77315_h,isDownloading
field_77327_f,blastProtection
field_77328_g,projectileProtection
field_77329_d,fireProtection
field_77330_e,featherFalling
field_77331_b,enchantmentsList
field_77332_c,protection
field_77333_a,weight
field_77334_n,fireAspect
field_77335_o,looting
field_77336_l,baneOfArthropods
field_77337_m,knockback
field_77338_j,sharpness
field_77339_k,smite
field_77340_h,respiration
field_77341_i,aquaAffinity
field_77342_w,infinity
field_77343_v,flame
field_77344_u,punch
field_77345_t,power
field_77346_s,fortune
field_77347_r,unbreaking
field_77348_q,silkTouch
field_77349_p,efficiency
field_77350_z,name
field_77351_y,type
field_77352_x,effectId
field_77353_D,thresholdEnchantability
field_77354_A,protectionName
field_77355_B,baseEnchantability
field_77356_a,protectionType
field_77357_C,levelEnchantability
field_77358_D,thresholdEnchantability
field_77359_A,protectionName
field_77360_B,baseEnchantability
field_77361_a,damageType
field_77362_C,levelEnchantability
field_77375_f,options
field_77376_g,loaded
field_77377_d,soundPoolMusic
field_77378_e,latestSoundID
field_77379_b,soundPoolSounds
field_77380_c,soundPoolStreaming
field_77381_a,sndSystem
field_77382_h,rand
field_77383_i,ticksBeforeMusic
field_77384_b,soundUrl
field_77385_a,soundName
field_77386_d,inputStream
field_77387_b,codec
field_77388_c,hash
field_77389_a,buffer
field_77400_d,toolUses
field_77401_b,secondItemToBuy
field_77402_c,itemToSell
field_77403_a,itemToBuy
field_77405_a,theWorld
field_77426_f,dataFile
field_77427_g,unsentTempFile
field_77428_d,statFileWriter
field_77429_e,unsentDataFile
field_77432_a,isBusy
field_77435_j,oldFile
field_77436_k,theSession
field_77437_h,tempFile
field_77438_i,unsentOldFile
field_77440_a,theWorld
field_77454_d,statsSyncher
field_77461_d,nameToSoundPoolEntriesMapping
field_77462_e,allSoundPoolEntries
field_77463_b,isGetRandomSound
field_77464_c,rand
field_77465_a,numberOfSoundPoolEntries
field_77471_a,foliageBuffer
field_77476_b,lightmapTexUnit
field_77477_c,useMultitextureARB
field_77478_a,defaultTexUnit
field_77481_a,grassBuffer
field_77482_b,syncher
field_77485_a,theWorld
field_77486_a,syncher
field_77490_b,lanServerIpPort
field_77491_c,timeLastSeen
field_77492_a,lanServerMotd
field_77494_b,entityLiving
field_77495_a,livingModifier
field_77496_b,source
field_77497_a,damageModifier
field_77498_b,broadcastAddress
field_77499_c,socket
field_77500_a,localServerList
field_77520_b,enchantmentModifierDamage
field_77521_c,enchantmentModifierLiving
field_77522_a,enchantmentRand
